Tag Code,SRR Name,Mark Site Code Value,Release Site Name,Release Date MMDDYYYY,Obs Date MMDDYYYY,First Obs Date,Last Obs Date,Number of Records
384.3B23A34DCD,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/26/2015,6/24/2015,6/26/2015,32
384.3B23A34F55,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/27/2015,6/27/2015,6/27/2015,10
384.3B23A34FB8,Wild Spring Chinook,TUCR,TUCR - Tucannon River,5/4/2013,5/7/2015,5/7/2015,5/7/2015,15
384.3B23A34FEB,Hat. Steelhead (unknown run),LGR,LGRGWL - LGR - Release into Gatewell(s),5/8/2013,10/3/2015,10/3/2015,10/3/2015,14
384.3B23A352CE,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/26/2015,6/26/2015,6/27/2015,55
384.3B23A352CE,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/27/2015,6/26/2015,6/27/2015,55
384.3B23A35326,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,4/29/2015,4/29/2015,4/30/2015,28
384.3B23A35326,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,4/30/2015,4/29/2015,4/30/2015,28
384.3B23A3535E,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/10/2015,5/10/2015,5/10/2015,30
384.3B23A3550A,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,4/29/2015,4/29/2015,4/29/2015,13
384.3B23A35797,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,4/30/2015,4/30/2015,5/1/2015,36
384.3B23A35797,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/1/2015,4/30/2015,5/1/2015,36
384.3B23A357B0,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/17/2015,6/17/2015,6/17/2015,15
384.3B23A35817,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/25/2015,6/25/2015,6/25/2015,14
384.3B23A35A1A,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/6/2015,5/6/2015,5/6/2015,14
384.3B23A35A40,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/26/2015,6/26/2015,6/26/2015,12
384.3B23A35AA7,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/28/2015,5/28/2015,5/28/2015,13
384.3B23A35AE6,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",5/3/2013,10/17/2015,10/17/2015,10/17/2015,11
384.3B23A35CB4,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,4/26/2015,4/26/2015,4/26/2015,20
384.3B23A36085,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,4/27/2015,4/27/2015,4/27/2015,18
384.3B23A36141,Wild Fall Chinook,TUCR,TUCR - Tucannon River,6/2/2013,9/13/2015,9/13/2015,10/8/2015,24
384.3B23A36141,Wild Fall Chinook,TUCR,TUCR - Tucannon River,6/2/2013,10/8/2015,9/13/2015,10/8/2015,24
384.3B23A3623E,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/1/2015,6/1/2015,6/1/2015,14
384.3B23A36355,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/6/2015,5/6/2015,5/6/2015,14
384.3B23A365BE,Hat. Spring Chinook,SAWT,SAWT - Sawtooth Hatchery,4/4/2014,6/20/2015,6/20/2015,6/20/2015,12
384.3B23A36608,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/31/2015,5/31/2015,5/31/2015,19
384.3B23A3663F,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/12/2015,5/12/2015,5/12/2015,17
384.3B23A3686C,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/20/2015,6/20/2015,6/20/2015,16
384.3B23A36FD3,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/21/2015,6/21/2015,6/21/2015,19
384.3B23A3708F,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/14/2015,6/14/2015,6/14/2015,13
384.3B23A37252,Hat. Fall Chinook,LGR,LGRGWL - LGR - Release into Gatewell(s),6/2/2013,9/25/2015,9/25/2015,9/25/2015,11
384.3B23A3727A,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/25/2015,6/25/2015,6/25/2015,10
384.3B23A37311,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/1/2015,6/1/2015,6/2/2015,16
384.3B23A37311,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/2/2015,6/1/2015,6/2/2015,16
384.3B23A3732F,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/17/2015,6/17/2015,6/17/2015,17
384.3B23A37602,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",5/6/2013,10/28/2015,10/28/2015,10/28/2015,10
384.3B23A37630,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/5/2015,6/5/2015,6/5/2015,18
384.3B23A377D2,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/7/2015,5/7/2015,5/7/2015,14
384.3B23A37825,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/24/2015,5/24/2015,5/24/2015,13
384.3B23A378EE,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/3/2015,5/3/2015,5/3/2015,12
384.3B23A37904,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/25/2015,5/25/2015,5/25/2015,12
384.3B23A379AB,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/29/2015,5/29/2015,5/29/2015,18
384.3B23A37E2E,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/8/2015,6/8/2015,6/8/2015,20
384.3B23A37E3F,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/27/2015,6/27/2015,6/27/2015,29
384.3B23A37E50,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/25/2015,6/25/2015,6/25/2015,13
384.3B23A37ECD,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/19/2015,5/19/2015,5/20/2015,15
384.3B23A37ECD,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/20/2015,5/19/2015,5/20/2015,15
384.3B23A37F17,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/30/2015,6/30/2015,7/1/2015,19
384.3B23A37F17,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,7/1/2015,6/30/2015,7/1/2015,19
384.3B23A38018,Hat. Summer Steelhead,DWOR,"DWORMS - Dworshak NFH, release into mainstem Clearwater River",4/23/2014,10/22/2015,10/22/2015,10/23/2015,13
384.3B23A38018,Hat. Summer Steelhead,DWOR,"DWORMS - Dworshak NFH, release into mainstem Clearwater River",4/23/2014,10/23/2015,10/22/2015,10/23/2015,13
384.3B23A38059,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,7/20/2015,7/20/2015,7/20/2015,11
384.3B23A3813B,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,8/27/2015,8/27/2015,8/27/2015,11
384.3B23A38283,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/7/2015,5/7/2015,5/7/2015,13
384.3B23A383BD,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",5/2/2013,8/29/2015,8/29/2015,8/29/2015,13
384.3B23A38408,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/26/2015,6/26/2015,6/26/2015,13
384.3B23A38432,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/25/2015,5/25/2015,5/25/2015,17
384.3B23A384A3,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",4/22/2014,9/25/2015,9/25/2015,9/25/2015,13
384.3B23A38B14,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/27/2015,5/27/2015,5/27/2015,21
384.3B23A38B1D,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/7/2015,6/7/2015,6/7/2015,17
384.3B23A38B3C,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/9/2015,6/9/2015,6/9/2015,12
384.3B23A38CC6,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,7/19/2015,7/19/2015,9/3/2015,201
384.3B23A38CC6,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,9/2/2015,7/19/2015,9/3/2015,201
384.3B23A38CC6,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,9/3/2015,7/19/2015,9/3/2015,201
384.3B23A38F67,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/27/2015,6/27/2015,6/27/2015,26
384.3B23A38FE2,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/30/2015,6/30/2015,6/30/2015,14
384.3B23A390D3,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/21/2015,5/21/2015,5/21/2015,18
384.3B23A3929A,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/9/2015,6/9/2015,6/9/2015,13
384.3B23A392E4,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/21/2015,6/21/2015,6/21/2015,13
384.3B23A3959F,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/10/2015,6/10/2015,6/10/2015,15
384.3B23A395C0,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/30/2015,5/30/2015,5/30/2015,13
384.3B23A39693,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/20/2015,6/20/2015,6/20/2015,16
384.3B23A39699,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/6/2015,7/6/2015,7/6/2015,10
384.3B23A396B0,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/8/2015,6/8/2015,6/8/2015,14
384.3B23A3978C,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,7/25/2015,7/25/2015,7/25/2015,14
384.3B23A39989,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/15/2015,7/15/2015,7/15/2015,10
384.3B23A39B0B,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/26/2015,6/26/2015,6/26/2015,162
384.3B23A39D0F,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/11/2015,6/11/2015,6/11/2015,17
384.3B23A39E7E,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/16/2015,6/16/2015,6/16/2015,19
384.3B23A39FE9,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/16/2015,7/16/2015,7/17/2015,46
384.3B23A39FE9,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/17/2015,7/16/2015,7/17/2015,46
384.3B23A3A1AD,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/2/2015,6/2/2015,6/2/2015,22
384.3B23A3A51A,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",4/6/2013,9/6/2015,9/6/2015,9/6/2015,12
384.3B23A3A5D6,Hat. Spring Chinook,SAWT,SAWT - Sawtooth Hatchery,4/4/2014,8/8/2015,8/8/2015,8/8/2015,25
384.3B23A3A656,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/2/2015,7/2/2015,7/2/2015,19
384.3B23A3A73F,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/15/2015,5/15/2015,5/15/2015,22
384.3B23A3A80A,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/19/2015,6/19/2015,6/19/2015,14
384.3B23A3A81A,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,4/25/2015,4/25/2015,5/14/2015,35
384.3B23A3A81A,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/14/2015,4/25/2015,5/14/2015,35
384.3B23A3A9AF,Wild Summer Steelhead,TUCR,TUCR - Tucannon River,5/1/2013,10/15/2015,10/15/2015,12/21/2015,19
384.3B23A3A9AF,Wild Summer Steelhead,TUCR,TUCR - Tucannon River,5/1/2013,12/21/2015,10/15/2015,12/21/2015,19
384.3B23A3A9D0,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",4/23/2013,9/25/2015,9/25/2015,9/26/2015,62
384.3B23A3A9D0,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",4/23/2013,9/26/2015,9/25/2015,9/26/2015,62
384.3B23A3AB72,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/5/2015,6/5/2015,6/5/2015,14
384.3B23A3AB83,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/27/2015,6/27/2015,6/27/2015,11
384.3B23A3AC20,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/23/2015,6/23/2015,6/23/2015,9
384.3B23A3AD98,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/1/2015,7/1/2015,7/1/2015,126
384.3B23A3AE60,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/23/2015,5/23/2015,5/23/2015,11
384.3B23A3AEFD,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/12/2015,6/12/2015,6/12/2015,12
384.3B23A3AF2F,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/26/2015,6/26/2015,6/26/2015,11
384.3B23A3AF61,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/29/2015,5/29/2015,5/29/2015,17
384.3B23A3AF62,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/24/2015,5/24/2015,5/24/2015,13
384.3B23A3B277,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/5/2015,6/5/2015,6/5/2015,17
384.3B23A3B320,Wild Summer Steelhead,POTREF,POTREF - East Fork Potlatch River,4/26/2013,9/8/2015,9/8/2015,11/3/2015,105
384.3B23A3B320,Wild Summer Steelhead,POTREF,POTREF - East Fork Potlatch River,4/26/2013,9/9/2015,9/8/2015,11/3/2015,105
384.3B23A3B320,Wild Summer Steelhead,POTREF,POTREF - East Fork Potlatch River,4/26/2013,11/3/2015,9/8/2015,11/3/2015,105
384.3B23A3B49F,Wild Summer Steelhead,TUCR,TUCR - Tucannon River,4/30/2013,9/27/2015,9/27/2015,9/27/2015,20
384.3B23A3B99B,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,7/25/2015,7/25/2015,7/25/2015,10
384.3B23A3BCBF,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/16/2015,6/16/2015,6/16/2015,14
384.3B23A3C11C,Steelhead (unknown run & r/t),BONAFF,COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234),6/21/2014,9/6/2015,7/10/2014,9/6/2015,19
384.3B23A3C1C6,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/9/2015,5/9/2015,5/9/2015,14
384.3B23A3C437,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/8/2015,5/8/2015,5/8/2015,15
384.3B23A3C540,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/8/2015,6/8/2015,6/8/2015,18
384.3B23A3C5A4,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/17/2015,6/17/2015,6/17/2015,14
384.3B23A3CA1E,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/26/2015,7/26/2015,7/26/2015,16
384.3B23A3CACD,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/1/2015,6/1/2015,6/1/2015,17
384.3B23A3CB3B,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/9/2015,7/9/2015,7/9/2015,11
384.3B23A3CDE3,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,5/31/2015,5/31/2015,5/31/2015,19
384.3B23A3CE91,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/5/2015,6/5/2015,6/6/2015,20
384.3B23A3CE91,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/6/2015,6/5/2015,6/6/2015,20
384.3B23A3D02B,Hat. Spring Chinook,CLWH,POWP - Powell Rearing Pond,3/20/2013,5/9/2015,5/9/2015,5/9/2015,10
384.3B23A3D0AB,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/15/2015,6/15/2015,6/15/2015,14
384.3B23A3D470,Hat. Chinook (unknown run),LGR,LGRGWL - LGR - Release into Gatewell(s),5/9/2013,4/27/2015,4/27/2015,4/27/2015,16
384.3B23A3D4FF,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/7/2015,5/7/2015,5/7/2015,13
384.3B23A3D506,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/12/2015,6/12/2015,6/12/2015,16
384.3B23A3D86A,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/12/2015,6/12/2015,6/12/2015,24
384.3B23A3DB09,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/28/2015,5/28/2015,5/28/2015,17
384.3B23A3DE4B,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/19/2015,6/19/2015,6/19/2015,23
384.3B23A3DEBA,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/2/2015,6/2/2015,6/2/2015,14
384.3B23A3DEE8,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/26/2015,5/26/2015,5/27/2015,21
384.3B23A3DEE8,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/27/2015,5/26/2015,5/27/2015,21
384.3B23A3E381,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",5/6/2013,8/26/2015,8/26/2015,8/27/2015,182
384.3B23A3E381,Wild Summer Steelhead,BIGBEC,"BIGBEC - Big Bear Creek, Potlatch River",5/6/2013,8/27/2015,8/26/2015,8/27/2015,182
384.3B23A3E501,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,5/28/2015,5/28/2015,5/28/2015,19
384.3B23A3E53F,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/11/2015,6/11/2015,6/11/2015,16
384.3B23A3E592,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/26/2013,6/20/2015,6/20/2015,6/20/2015,13
384.3B23A3E5B5,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,7/16/2015,7/16/2015,7/16/2015,11
384.3B23A3E604,Hat. Summer Chinook,MCCA,"KNOXB - Knox Bridge, SF Salmon River",3/25/2013,6/12/2015,6/12/2015,6/12/2015,18
